Experiment,piControl,historical,historical,historical,historical,historical,ssp126,ssp245,ssp245,ssp245,ssp245,ssp245,ssp370,ssp370,ssp370,ssp370,ssp370,ssp585
137,301.75663876907356,299.6631965971313,302.52179635342446,300.27841633462293,301.2295836110852,301.78289458823934,,,,,,,,,,,,
138,301.15849200982206,302.3187567821706,300.1242673012837,302.70027544894737,302.93070243092194,300.31161568528427,,,,,,,,,,,,
139,300.587056911463,299.6982533103048,301.8657027462016,299.80911142854524,299.0434448668647,302.0020577498769,,,,,,,,,,,,
140,300.32124682910757,299.5560106110531,302.1593298924886,301.9999647505216,300.36925087692435,299.3461543381929,,,,,,,,,,,,
141,299.28051843598655,302.7491152705935,299.65953187383815,299.72406540554766,303.3349452221867,301.00570783325446,,,,,,,,,,,,
142,299.5378234850632,299.0511242500863,302.9404427082249,300.9375839260668,298.6909313888431,300.3922109968046,,,,,,,,,,,,
143,299.8845728376488,300.3012560711619,301.43772642808614,301.7953677958949,300.4434296106073,302.0160202947225,,,,,,,,,,,,
144,300.2267703789599,299.83400713442774,299.1587947346997,299.07421337933744,299.62165754102244,299.79525410818695,,,,,,,,,,,,
145,300.09003342625664,302.27009689982833,301.16513865627223,299.4256466167276,302.05874718849844,300.6835816803166,,,,,,,,,,,,
146,299.32702827976135,299.359229039533,299.4516558295283,302.94230040454903,299.4910961393836,302.8143907822873,,,,,,,,,,,,
147,299.9144155967373,299.93808835386113,301.9235056752434,299.54859157060514,300.71658539174365,299.6876420060845,,,,,,,,,,,,
148,300.6586521844114,302.30822095178837,300.9407758035646,301.7805766180539,302.39914552413563,299.707625384477,,,,,,,,,,,,
149,299.869114919567,300.1275250802158,302.5963562059222,302.16529707942306,301.47131863241134,303.0083153129219,,,,,,,,,,,,
150,299.9161078378479,299.9939028327306,298.0726362858899,300.89729331092593,300.3235019213576,298.7582001194381,,,,,,,,,,,,
151,302.5675518088511,303.15739699861365,300.2752772846558,300.5867024456475,301.9274567495559,300.0362954936631,,,,,,,,,,,,
152,298.0683468425171,299.8864963442528,301.5594098427753,300.90118755542517,298.8037528160832,301.4588579509231,,,,,,,,,,,,
153,300.03190975598466,298.8928101339131,300.1507310495055,302.31552078824967,301.2412415194818,300.6548228226853,,,,,,,,,,,,
154,300.3924779297265,301.30263100854535,301.58634681255904,301.0068890408351,302.9107649388241,300.8391451634406,,,,,,,,,,,,
155,302.5854461511071,302.40589421081285,300.0708345324213,300.86800953580433,300.7808411291647,301.30737152111743,,,,,,,,,,,,
156,299.8204137508587,301.8902763453644,301.3311339054656,303.1486354969448,299.44424641749214,301.3405749240989,,,,,,,,,,,,
157,301.08760409831626,300.5766385111554,301.1690284369222,299.9196815277539,300.72372941162513,299.9861822588359,,,,,,,,,,,,
158,301.0229169846089,302.2993292899004,299.61872021307164,300.61289058624226,302.1622920240659,302.0813651435394,,,,,,,,,,,,
159,301.90475702191816,301.8081762388286,302.3954780275846,302.71856789989323,299.1871506195683,302.1413621058603,,,,,,,,,,,,
160,299.0137509114168,301.0498980642023,301.19741524609975,298.7808094235172,300.8251581220123,300.1928712956464,,,,,,,,,,,,
161,301.59310286930923,298.6706103839149,300.08452073253017,300.20685081852673,302.0632304128932,301.8198020588449,,,,,,,,,,,,
162,298.60257949751,300.93843623496673,302.9307519782603,300.8147315945052,300.6443764813909,302.6544281545897,,,,,,,,,,,,
163,300.92904006518694,302.2432439886598,299.8007849721062,302.8801343031967,301.22502488848437,299.7561366497857,,,,,,,,,,,,
164,299.7285879677827,297.3393036259971,298.4208476960403,297.26943514665663,298.98748714170534,298.42945670451263,,,,,,,,,,,,
165,301.4357480355436,,,,,,,,,,,,,,,,,
166,299.9098908569735,,,,,,,,,,,,,,,,,
167,299.29066722759075,,,,,,,,,,,,,,,,,
168,300.11757577977613,,,,,,,,,,,,,,,,,
169,301.0265614757852,,,,,,,,,,,,,,,,,
170,299.9076222935238,,,,,,,,,,,,,,,,,
171,300.86498543844783,,,,,,,,,,,,,,,,,
172,299.35075048427535,,,,,,,,,,,,,,,,,
173,299.77993843146663,,,,,,,,,,,,,,,,,
174,301.23390080070607,,,,,,,,,,,,,,,,,
175,300.911673672893,,,,,,,,,,,,,,,,,
176,298.9493840898221,,,,,,,,,,,,,,,,,
177,300.502519793059,,,,,,,,,,,,,,,,,
178,299.7025401771454,,,,,,,,,,,,,,,,,
179,301.3797383327447,,,,,,,,,,,,,,,,,
180,300.506833681977,,,,,,,,,,,,,,,,,
181,300.1053812949347,,,,,,,,,,,,,,,,,
182,300.8815522158921,,,,,,,,,,,,,,,,,
183,300.58813804898614,,,,,,,,,,,,,,,,,
184,299.6472308209322,,,,,,,,,,,,,,,,,
185,298.6865514290837,,,,,,,,,,,,,,,,,
186,298.7936885627377,,,,,,,,,,,,,,,,,
187,301.2632210512166,,,,,,,,,,,,,,,,,
188,302.0130493050287,,,,,,,,,,,,,,,,,
189,299.3429132147748,,,,,,,,,,,,,,,,,
190,301.0926629675708,,,,,,,,,,,,,,,,,
191,298.1549548620281,,,,,,,,,,,,,,,,,
192,300.2736939947171,,,,,,,,,,,,,,,,,
193,301.40209953731835,,,,,,,,,,,,,,,,,
194,300.12721894394036,,,,,,,,,,,,,,,,,
195,299.08118860785254,,,,,,,,,,,,,,,,,
196,300.4309519829584,,,,,,,,,,,,,,,,,
197,302.7343385549059,,,,,,,,,,,,,,,,,
198,298.7832500634748,,,,,,,,,,,,,,,,,
199,299.8822517650926,,,,,,,,,,,,,,,,,
200,300.66340555893885,,,,,,,,,,,,,,,,,
201,300.931588685886,,,,,,,,,,,,,,,,,
202,300.4591764150421,,,,,,,,,,,,,,,,,
203,300.9868435000701,,,,,,,,,,,,,,,,,
204,299.4141253353521,,,,,,,,,,,,,,,,,
205,300.29777530294035,,,,,,,,,,,,,,,,,
206,298.5984875638372,,,,,,,,,,,,,,,,,
207,300.34037486325764,,,,,,,,,,,,,,,,,
208,301.2230825987395,,,,,,,,,,,,,,,,,
209,299.0532260827394,,,,,,,,,,,,,,,,,
210,301.2172081086898,,,,,,,,,,,,,,,,,
211,299.81444837614634,,,,,,,,,,,,,,,,,
212,299.776249054009,,,,,,,,,,,,,,,,,
213,299.9710634385715,,,,,,,,,,,,,,,,,
214,301.3793241314989,,,,,,,,,,,,,,,,,
215,299.23719732763766,,,,,,,,,,,,,,,,,
216,299.48479982742066,,,,,,,,,,,,,,,,,
217,302.761698131592,,,,,,,,,,,,,,,,,
218,298.6393470457114,,,,,,,,,,,,,,,,,
219,299.3525048599752,,,,,,,,,,,,,,,,,
220,301.0192124465652,,,,,,,,,,,,,,,,,
221,299.5982267035933,,,,,,,,,,,,,,,,,
222,302.159492865693,,,,,,,,,,,,,,,,,
223,298.2487568708178,,,,,,,,,,,,,,,,,
224,299.77874097560624,,,,,,,,,,,,,,,,,
225,302.06434091410677,,,,,,,,,,,,,,,,,
226,297.7374279410854,,,,,,,,,,,,,,,,,
227,299.5934424426724,,,,,,,,,,,,,,,,,
228,300.6649872787202,,,,,,,,,,,,,,,,,
229,300.4641029821881,,,,,,,,,,,,,,,,,
230,298.8756571703359,,,,,,,,,,,,,,,,,
231,299.81730361837447,,,,,,,,,,,,,,,,,
232,301.86056755467024,,,,,,,,,,,,,,,,,
233,299.11048390330734,,,,,,,,,,,,,,,,,
234,299.75558608808313,,,,,,,,,,,,,,,,,
235,298.8958459530567,,,,,,,,,,,,,,,,,
236,300.20918294653075,,,,,,,,,,,,,,,,,
237,301.30071536430677,,,,,,,,,,,,,,,,,
238,299.9268411941409,,,,,,,,,,,,,,,,,
239,301.0503423225423,,,,,,,,,,,,,,,,,
240,299.4907738422641,,,,,,,,,,,,,,,,,
241,301.303592983794,,,,,,,,,,,,,,,,,
242,302.11899032853347,,,,,,,,,,,,,,,,,
243,299.67769918689993,,,,,,,,,,,,,,,,,
244,299.12548340915396,,,,,,,,,,,,,,,,,
245,299.8432655912588,,,,,,,,,,,,,,,,,
246,301.7653466048691,,,,,,,,,,,,,,,,,
247,299.3931005132786,,,,,,,,,,,,,,,,,
248,301.14066334943846,,,,,,,,,,,,,,,,,
249,300.3082860989774,,,,,,,,,,,,,,,,,
250,301.9991031277658,,,,,,,,,,,,,,,,,
251,299.1070553331649,,,,,,,,,,,,,,,,,
252,300.8050280579173,,,,,,,,,,,,,,,,,
253,299.85006398174784,,,,,,,,,,,,,,,,,
254,299.5014722807513,,,,,,,,,,,,,,,,,
255,299.56472407499257,,,,,,,,,,,,,,,,,
256,302.30203722109627,,,,,,,,,,,,,,,,,
257,298.78987514992997,,,,,,,,,,,,,,,,,
258,299.9194482123301,,,,,,,,,,,,,,,,,
259,301.22967152484284,,,,,,,,,,,,,,,,,
260,299.18290408423985,,,,,,,,,,,,,,,,,
261,299.20468641377937,,,,,,,,,,,,,,,,,
262,300.31243948562354,,,,,,,,,,,,,,,,,
263,302.50330188285625,,,,,,,,,,,,,,,,,
264,298.2202423560731,,,,,,,,,,,,,,,,,
265,298.2588743191862,,,,,,,,,,,,,,,,,
266,299.3147519403433,,,,,,,,,,,,,,,,,
267,301.8196275163901,,,,,,,,,,,,,,,,,
268,299.7358079044446,,,,,,,,,,,,,,,,,
269,300.3798607747489,,,,,,,,,,,,,,,,,
270,300.6871983901214,,,,,,,,,,,,,,,,,
271,300.8298496601295,,,,,,,,,,,,,,,,,
272,300.48243455352707,,,,,,,,,,,,,,,,,
273,299.6737826583585,,,,,,,,,,,,,,,,,
274,301.1790859078291,,,,,,,,,,,,,,,,,
275,297.5406775895321,,,,,,,,,,,,,,,,,
276,300.440235776772,,,,,,,,,,,,,,,,,
277,301.30657590666385,,,,,,,,,,,,,,,,,
278,301.3675015783244,,,,,,,,,,,,,,,,,
279,300.25534387827526,,,,,,,,,,,,,,,,,
280,299.84400346386616,,,,,,,,,,,,,,,,,
281,299.51779018925623,,,,,,,,,,,,,,,,,
282,300.3533188151424,,,,,,,,,,,,,,,,,
283,301.5598206046814,,,,,,,,,,,,,,,,,
284,299.6816062069704,,,,,,,,,,,,,,,,,
285,299.2424398220512,,,,,,,,,,,,,,,,,
286,299.95997207767056,,,,,,,,,,,,,,,,,
287,302.0787552638037,,,,,,,,,,,,,,,,,
288,297.944583129226,,,,,,,,,,,,,,,,,
289,299.18355644809725,,,,,,,,,,,,,,,,,
290,302.4512543541288,,,,,,,,,,,,,,,,,
291,298.75666680207775,,,,,,,,,,,,,,,,,
292,298.92583123577396,,,,,,,,,,,,,,,,,
293,300.4728066103191,,,,,,,,,,,,,,,,,
294,299.63890967625304,,,,,,,,,,,,,,,,,
295,302.0961169803494,,,,,,,,,,,,,,,,,
296,300.5857491505373,,,,,,,,,,,,,,,,,
297,300.6525124499719,,,,,,,,,,,,,,,,,
298,300.58108990260666,,,,,,,,,,,,,,,,,
299,300.08184475630344,,,,,,,,,,,,,,,,,
300,299.39485831552963,,,,,,,,,,,,,,,,,
301,300.92053728747175,,,,,,,,,,,,,,,,,
302,300.87982758231686,,,,,,,,,,,,,,,,,
303,300.98930733278627,,,,,,,,,,,,,,,,,
304,299.285741306859,,,,,,,,,,,,,,,,,
305,301.09107929793976,,,,,,,,,,,,,,,,,
306,299.1677218359677,,,,,,,,,,,,,,,,,
307,299.56356683546625,,,,,,,,,,,,,,,,,
308,300.5896754975352,,,,,,,,,,,,,,,,,
309,303.00806649045603,,,,,,,,,,,,,,,,,
310,298.7456664687714,,,,,,,,,,,,,,,,,
311,299.19549348115646,,,,,,,,,,,,,,,,,
312,301.41189543036137,,,,,,,,,,,,,,,,,
313,299.71180284896644,,,,,,,,,,,,,,,,,
314,299.8046652043191,,,,,,,,,,,,,,,,,
315,300.177849051546,,,,,,,,,,,,,,,,,
316,298.70373712288995,,,,,,,,,,,,,,,,,
317,300.37170181684496,,,,,,,,,,,,,,,,,
318,298.3853189379308,,,,,,,,,,,,,,,,,
319,300.7940430032201,,,,,,,,,,,,,,,,,
320,302.4201819881245,,,,,,,,,,,,,,,,,
321,298.879227995559,,,,,,,,,,,,,,,,,
322,299.5123918307507,,,,,,,,,,,,,,,,,
323,301.055805814184,,,,,,,,,,,,,,,,,
324,300.4327536352315,,,,,,,,,,,,,,,,,
325,300.03684963397893,,,,,,,,,,,,,,,,,
326,302.0640863809621,,,,,,,,,,,,,,,,,
327,299.6595709099602,,,,,,,,,,,,,,,,,
328,299.1625599026557,,,,,,,,,,,,,,,,,
329,299.23620742022035,,,,,,,,,,,,,,,,,
330,300.7114415733265,,,,,,,,,,,,,,,,,
331,301.1766839595721,,,,,,,,,,,,,,,,,
332,299.07735879024466,,,,,,,,,,,,,,,,,
333,299.55110235921217,,,,,,,,,,,,,,,,,
334,300.2811561716182,,,,,,,,,,,,,,,,,
335,300.21066635782387,,,,,,,,,,,,,,,,,
336,299.9864793364938,,,,,,,,,,,,,,,,,
337,301.45381363343535,,,,,,,,,,,,,,,,,
338,300.4949773456604,,,,,,,,,,,,,,,,,
339,298.83248113587314,,,,,,,,,,,,,,,,,
340,300.90290439939434,,,,,,,,,,,,,,,,,
341,299.8329000889705,,,,,,,,,,,,,,,,,
342,300.4052805081449,,,,,,,,,,,,,,,,,
343,299.89274080054065,,,,,,,,,,,,,,,,,
344,299.9138039042932,,,,,,,,,,,,,,,,,
345,301.8815044111398,,,,,,,,,,,,,,,,,
346,298.6217898818923,,,,,,,,,,,,,,,,,
347,300.4993891889639,,,,,,,,,,,,,,,,,
348,300.96471108010593,,,,,,,,,,,,,,,,,
349,298.8718234587982,,,,,,,,,,,,,,,,,
350,298.68589325440615,,,,,,,,,,,,,,,,,
351,301.3895605188281,,,,,,,,,,,,,,,,,
352,299.2070482919451,,,,,,,,,,,,,,,,,
353,301.882488961674,,,,,,,,,,,,,,,,,
354,302.1502900854018,,,,,,,,,,,,,,,,,
355,300.1542255478262,,,,,,,,,,,,,,,,,
356,299.4889330464487,,,,,,,,,,,,,,,,,
357,301.484477460179,,,,,,,,,,,,,,,,,
358,299.42899915229435,,,,,,,,,,,,,,,,,
359,298.76312958077756,,,,,,,,,,,,,,,,,
360,300.3328106927515,,,,,,,,,,,,,,,,,
361,299.87869243202204,,,,,,,,,,,,,,,,,
362,302.45379809130833,,,,,,,,,,,,,,,,,
363,299.2343284231959,,,,,,,,,,,,,,,,,
364,299.7336697605684,,,,,,,,,,,,,,,,,
365,300.1168987769502,,,,,,,,,,,,,,,,,
366,302.23469434327006,,,,,,,,,,,,,,,,,
367,298.78870845021856,,,,,,,,,,,,,,,,,
368,299.4918491154501,,,,,,,,,,,,,,,,,
369,301.5600945930111,,,,,,,,,,,,,,,,,
370,299.5841800944825,,,,,,,,,,,,,,,,,
371,300.07574149241105,,,,,,,,,,,,,,,,,
372,301.44039192551907,,,,,,,,,,,,,,,,,
373,299.86974667777736,,,,,,,,,,,,,,,,,
374,299.49213899474006,,,,,,,,,,,,,,,,,
375,300.3188120962245,,,,,,,,,,,,,,,,,
376,300.89642645466705,,,,,,,,,,,,,,,,,
377,300.9951370973276,,,,,,,,,,,,,,,,,
378,298.7141922362877,,,,,,,,,,,,,,,,,
379,300.63288657612475,,,,,,,,,,,,,,,,,
380,300.10326755216624,,,,,,,,,,,,,,,,,
381,299.2682575202644,,,,,,,,,,,,,,,,,
382,300.16414798712685,,,,,,,,,,,,,,,,,
383,300.84065350932286,,,,,,,,,,,,,,,,,
384,300.23962605715457,,,,,,,,,,,,,,,,,
385,301.15683969696124,,,,,,,,,,,,,,,,,
386,299.0956524072398,,,,,,,,,,,,,,,,,
387,302.74059059392647,,,,,,,,,,,,,,,,,
388,299.445123212122,,,,,,,,,,,,,,,,,
389,299.1313467308618,,,,,,,,,,,,,,,,,
390,300.43391161720143,,,,,,,,,,,,,,,,,
391,300.2046315752096,,,,,,,,,,,,,,,,,
392,300.49352013166555,,,,,,,,,,,,,,,,,
393,300.3000385504434,,,,,,,,,,,,,,,,,
394,300.081045236986,,,,,,,,,,,,,,,,,
395,300.12637973911404,,,,,,,,,,,,,,,,,
396,299.84659239480123,,,,,,,,,,,,,,,,,
397,301.2535509811664,,,,,,,,,,,,,,,,,
398,299.9453410149301,,,,,,,,,,,,,,,,,
399,300.6886836595482,,,,,,,,,,,,,,,,,
400,300.4740827216817,,,,,,,,,,,,,,,,,
401,302.11617949159137,,,,,,,,,,,,,,,,,
402,298.5062052794768,,,,,,,,,,,,,,,,,
403,300.0660686095951,,,,,,,,,,,,,,,,,
404,302.25419101150567,,,,,,,,,,,,,,,,,
405,298.0131921849533,,,,,,,,,,,,,,,,,
406,299.06540769292457,,,,,,,,,,,,,,,,,
407,301.2278358712572,,,,,,,,,,,,,,,,,
408,299.71708791384987,,,,,,,,,,,,,,,,,
409,298.8470479945267,,,,,,,,,,,,,,,,,
410,302.01856629582477,,,,,,,,,,,,,,,,,
411,298.9287825603382,,,,,,,,,,,,,,,,,
412,299.7103644182891,,,,,,,,,,,,,,,,,
413,301.90990821655953,,,,,,,,,,,,,,,,,
414,298.5806391174403,,,,,,,,,,,,,,,,,
415,301.7913945422023,,,,,,,,,,,,,,,,,
416,299.2170395907305,,,,,,,,,,,,,,,,,
417,300.78169897314746,,,,,,,,,,,,,,,,,
418,301.4504124321035,,,,,,,,,,,,,,,,,
419,300.4854058442946,,,,,,,,,,,,,,,,,
420,301.51642129717163,,,,,,,,,,,,,,,,,
421,299.67175422987486,,,,,,,,,,,,,,,,,
422,299.51874549142684,,,,,,,,,,,,,,,,,
423,299.6494306367049,,,,,,,,,,,,,,,,,
424,301.22078080802845,,,,,,,,,,,,,,,,,
425,302.1144611379877,,,,,,,,,,,,,,,,,
426,299.0211003369769,,,,,,,,,,,,,,,,,
427,300.40846089843023,,,,,,,,,,,,,,,,,
428,301.2234187187025,,,,,,,,,,,,,,,,,
429,301.24099782951663,,,,,,,,,,,,,,,,,
430,298.9097839895123,,,,,,,,,,,,,,,,,
431,299.6867960235109,,,,,,,,,,,,,,,,,
432,300.8612931309343,,,,,,,,,,,,,,,,,
433,298.5027727503507,,,,,,,,,,,,,,,,,
434,301.3856414250152,,,,,,,,,,,,,,,,,
435,300.3704270136538,,,,,,,,,,,,,,,,,
436,299.48491955793185,,,,,,,,,,,,,,,,,
437,301.05249178663365,,,,,,,,,,,,,,,,,
438,298.8283405621151,,,,,,,,,,,,,,,,,
439,301.63596155919146,,,,,,,,,,,,,,,,,
440,300.742100088173,,,,,,,,,,,,,,,,,
441,302.60754940187445,,,,,,,,,,,,,,,,,
442,298.47540658854103,,,,,,,,,,,,,,,,,
443,299.79280247666014,,,,,,,,,,,,,,,,,
444,300.52610364524253,,,,,,,,,,,,,,,,,
445,302.23719571759125,,,,,,,,,,,,,,,,,
446,299.57104541464656,,,,,,,,,,,,,,,,,
447,298.600423489766,,,,,,,,,,,,,,,,,
448,300.7829777603584,,,,,,,,,,,,,,,,,
449,300.6493356620652,,,,,,,,,,,,,,,,,
450,301.3572816756264,,,,,,,,,,,,,,,,,
451,300.0205171695778,,,,,,,,,,,,,,,,,
452,300.13656366847323,,,,,,,,,,,,,,,,,
453,299.57611569091495,,,,,,,,,,,,,,,,,
454,299.7438164879123,,,,,,,,,,,,,,,,,
455,300.8040384458,,,,,,,,,,,,,,,,,
456,300.0818030734379,,,,,,,,,,,,,,,,,
457,298.19607286568913,,,,,,,,,,,,,,,,,
458,299.27959739954787,,,,,,,,,,,,,,,,,
459,300.70556014824416,,,,,,,,,,,,,,,,,
460,300.4946402080721,,,,,,,,,,,,,,,,,
461,302.6838140341552,,,,,,,,,,,,,,,,,
462,298.0225161792354,,,,,,,,,,,,,,,,,
463,299.56290531126007,,,,,,,,,,,,,,,,,
464,301.4381846622928,,,,,,,,,,,,,,,,,
465,301.0414532504553,,,,,,,,,,,,,,,,,
466,300.8223328268011,,,,,,,,,,,,,,,,,
467,299.306851175864,,,,,,,,,,,,,,,,,
468,299.9343927657273,,,,,,,,,,,,,,,,,
469,301.5166230505459,,,,,,,,,,,,,,,,,
470,298.7917085162108,,,,,,,,,,,,,,,,,
471,298.388579460613,,,,,,,,,,,,,,,,,
472,300.9003975041826,,,,,,,,,,,,,,,,,
473,299.9595737794705,,,,,,,,,,,,,,,,,
474,302.607233178646,,,,,,,,,,,,,,,,,
475,299.97475454451654,,,,,,,,,,,,,,,,,
476,299.0717537221455,,,,,,,,,,,,,,,,,
477,300.7530261583347,,,,,,,,,,,,,,,,,
478,300.10356534722837,,,,,,,,,,,,,,,,,
479,300.5034781107691,,,,,,,,,,,,,,,,,
480,299.2249145386067,,,,,,,,,,,,,,,,,
481,300.38493968627637,,,,,,,,,,,,,,,,,
482,299.8523725930583,,,,,,,,,,,,,,,,,
483,299.42997009748103,,,,,,,,,,,,,,,,,
484,300.66091205453796,,,,,,,,,,,,,,,,,
485,301.42938879021,,,,,,,,,,,,,,,,,
486,299.0744218044998,,,,,,,,,,,,,,,,,
487,300.34096235303963,,,,,,,,,,,,,,,,,
488,299.59626442933427,,,,,,,,,,,,,,,,,
489,300.52469761823437,,,,,,,,,,,,,,,,,
490,302.48341942421104,,,,,,,,,,,,,,,,,
491,299.20768213253837,,,,,,,,,,,,,,,,,
492,300.00961450993407,,,,,,,,,,,,,,,,,
493,301.1834225264728,,,,,,,,,,,,,,,,,
494,299.9084326869151,,,,,,,,,,,,,,,,,
495,300.52804816259766,,,,,,,,,,,,,,,,,
496,299.41926067809857,,,,,,,,,,,,,,,,,
497,301.402345095819,,,,,,,,,,,,,,,,,
498,299.79877737474834,,,,,,,,,,,,,,,,,
499,300.08927825116734,,,,,,,,,,,,,,,,,
500,300.73677359948755,,,,,,,,,,,,,,,,,
501,300.37609329101923,,,,,,,,,,,,,,,,,
502,301.44869343530974,,,,,,,,,,,,,,,,,
503,299.65228736410876,,,,,,,,,,,,,,,,,
504,300.29454131044986,,,,,,,,,,,,,,,,,
505,300.76477299346806,,,,,,,,,,,,,,,,,
506,299.99793700914165,,,,,,,,,,,,,,,,,
507,300.4099504015564,,,,,,,,,,,,,,,,,
508,302.5057239555723,,,,,,,,,,,,,,,,,
509,299.23107463317575,,,,,,,,,,,,,,,,,
510,299.3374746533082,,,,,,,,,,,,,,,,,
511,299.5549382666865,,,,,,,,,,,,,,,,,
512,301.40005488251285,,,,,,,,,,,,,,,,,
513,299.00299208507585,,,,,,,,,,,,,,,,,
514,300.6494008454278,,,,,,,,,,,,,,,,,
515,300.93623681467557,,,,,,,,,,,,,,,,,
516,299.62937335230777,,,,,,,,,,,,,,,,,
517,300.30119697207147,,,,,,,,,,,,,,,,,
518,299.80483042237984,,,,,,,,,,,,,,,,,
519,301.61061562351256,,,,,,,,,,,,,,,,,
520,299.7519818882299,,,,,,,,,,,,,,,,,
521,298.9818469808341,,,,,,,,,,,,,,,,,
522,299.87079561491163,,,,,,,,,,,,,,,,,
523,301.62995519984065,,,,,,,,,,,,,,,,,
524,300.13107992942025,,,,,,,,,,,,,,,,,
525,301.0824493042355,,,,,,,,,,,,,,,,,
526,301.2907408917093,,,,,,,,,,,,,,,,,
527,298.9277557396243,,,,,,,,,,,,,,,,,
528,301.14787393265027,,,,,,,,,,,,,,,,,
529,300.90151638673757,,,,,,,,,,,,,,,,,
530,300.3850914102536,,,,,,,,,,,,,,,,,
531,302.10434735614155,,,,,,,,,,,,,,,,,
532,298.43777057205233,,,,,,,,,,,,,,,,,
533,299.9829474679512,,,,,,,,,,,,,,,,,
534,300.7228548658884,,,,,,,,,,,,,,,,,
535,299.7530040905867,,,,,,,,,,,,,,,,,
536,300.4747867711119,,,,,,,,,,,,,,,,,
537,300.27986306342166,,,,,,,,,,,,,,,,,
538,299.08127655111946,,,,,,,,,,,,,,,,,
539,301.3994291552861,,,,,,,,,,,,,,,,,
540,301.23500192488353,,,,,,,,,,,,,,,,,
541,300.96247393617165,,,,,,,,,,,,,,,,,
542,300.7690733552652,,,,,,,,,,,,,,,,,
543,299.3614278059277,,,,,,,,,,,,,,,,,
544,301.51579451274046,,,,,,,,,,,,,,,,,
545,299.90380841243314,,,,,,,,,,,,,,,,,
546,300.5470112249477,,,,,,,,,,,,,,,,,
547,299.33906865392595,,,,,,,,,,,,,,,,,
548,300.51060891142197,,,,,,,,,,,,,,,,,
549,301.3855054129127,,,,,,,,,,,,,,,,,
550,299.892292016465,,,,,,,,,,,,,,,,,
551,300.05439710217746,,,,,,,,,,,,,,,,,
552,301.3415278669031,,,,,,,,,,,,,,,,,
553,298.3660301101842,,,,,,,,,,,,,,,,,
554,300.7424663475547,,,,,,,,,,,,,,,,,
555,300.5777486258807,,,,,,,,,,,,,,,,,
556,299.8138775246061,,,,,,,,,,,,,,,,,
557,299.48728211652633,,,,,,,,,,,,,,,,,
558,300.28417516570244,,,,,,,,,,,,,,,,,
559,301.94393746880723,,,,,,,,,,,,,,,,,
560,298.87820876335576,,,,,,,,,,,,,,,,,
561,298.67530576056555,,,,,,,,,,,,,,,,,
562,299.2144991501736,,,,,,,,,,,,,,,,,
563,300.1713199659066,,,,,,,,,,,,,,,,,
564,301.1097531766358,,,,,,,,,,,,,,,,,
565,300.29359274480265,,,,,,,,,,,,,,,,,
566,299.68618562192165,,,,,,,,,,,,,,,,,
567,300.3242185407911,,,,,,,,,,,,,,,,,
568,299.92466464789055,,,,,,,,,,,,,,,,,
569,300.00432301645327,,,,,,,,,,,,,,,,,
570,300.4821990712372,,,,,,,,,,,,,,,,,
571,299.59111571059356,,,,,,,,,,,,,,,,,
572,299.5774217386446,,,,,,,,,,,,,,,,,
573,299.81699783307243,,,,,,,,,,,,,,,,,
574,301.1960224388052,,,,,,,,,,,,,,,,,
575,300.9802363344766,,,,,,,,,,,,,,,,,
576,300.4678977586165,,,,,,,,,,,,,,,,,
577,299.13701406727586,,,,,,,,,,,,,,,,,
578,300.5538894466162,,,,,,,,,,,,,,,,,
579,301.00387791674206,,,,,,,,,,,,,,,,,
580,299.73305817494014,,,,,,,,,,,,,,,,,
581,300.4838786995606,,,,,,,,,,,,,,,,,
582,300.0259345655657,,,,,,,,,,,,,,,,,
583,299.9557844245838,,,,,,,,,,,,,,,,,
584,300.6004610223537,,,,,,,,,,,,,,,,,
585,300.7421382443822,,,,,,,,,,,,,,,,,
586,299.4704004141142,,,,,,,,,,,,,,,,,
587,301.06673354252683,,,,,,,,,,,,,,,,,
588,301.5376238253385,,,,,,,,,,,,,,,,,
589,300.32738937668233,,,,,,,,,,,,,,,,,
590,301.1860687187875,,,,,,,,,,,,,,,,,
591,298.93709720574617,,,,,,,,,,,,,,,,,
592,300.4996145488111,,,,,,,,,,,,,,,,,
593,302.472227466075,,,,,,,,,,,,,,,,,
594,298.64988870447223,,,,,,,,,,,,,,,,,
595,300.67756944187954,,,,,,,,,,,,,,,,,
596,300.79201118695937,,,,,,,,,,,,,,,,,
597,299.1988763573051,,,,,,,,,,,,,,,,,
598,301.2333866373419,,,,,,,,,,,,,,,,,
599,300.4791627156647,,,,,,,,,,,,,,,,,
600,300.55992338805623,,,,,,,,,,,,,,,,,
601,300.1077937720715,,,,,,,,,,,,,,,,,
602,300.72635717673893,,,,,,,,,,,,,,,,,
603,300.3638800802959,,,,,,,,,,,,,,,,,
604,299.6916369189025,,,,,,,,,,,,,,,,,
605,300.1067374857825,,,,,,,,,,,,,,,,,
606,300.1811141724407,,,,,,,,,,,,,,,,,
607,299.3180489218825,,,,,,,,,,,,,,,,,
608,298.7713861121268,,,,,,,,,,,,,,,,,
609,300.24684459315733,,,,,,,,,,,,,,,,,
610,300.5488517628305,,,,,,,,,,,,,,,,,
611,302.32287626606063,,,,,,,,,,,,,,,,,
612,298.4333169247639,,,,,,,,,,,,,,,,,
613,300.7039278109064,,,,,,,,,,,,,,,,,
614,300.44417065583895,,,,,,,,,,,,,,,,,
615,301.151704905971,,,,,,,,,,,,,,,,,
616,300.32439231547283,,,,,,,,,,,,,,,,,
